game_id,word,remark,new_std_word
949715,dance-offs,event,compete
949926,artists,world,band_music_group
950572,Moto_Moto,name,licensed_content_cultural_products
950801,plushie,world,toy
950878,liquid,world,ooze_slime
950878,good,world,good
950884,Penny_Press,name,licensed_content_cultural_products
950903,maneuvering,event,place_position
950925,power,world,boost
950926,Merdegraw,name,licensed_content_video_games
950926,Lombax,name,licensed_content_video_games
950926,Rusty_Pete,name,licensed_content_video_games
950927,gore,world,gore_grotesque_foul
950927,gore,world,gore_grotesque_foul
950965,scavenger_hunts,event,find
951184,winter,event,snow
951686,Kazooie,name,licensed_content_video_games
951686,Spiral_Mountain,name,licensed_content_video_games
951686,Mumbo_Jumbo,name,licensed_content_video_games
951686,Tooty_the_Honey_Bear,name,licensed_content_video_games
951686,Gruntilda_,name,licensed_content_video_games
951867,limbo,world,alternate_dimenstion_reality
951994,Diego,name,licensed_content_cultural_products
951994,Alicia,name,licensed_content_cultural_products
952362,twisted,world,crazy_wacky
952385,Fox_River,name,JUST_NAME
952385,Fox_River,name,JUST_NAME
952493,Gabriel,name,licensed_content_video_games
952598,skillshots,event,aim
952641,plagued,world,invasion
952641,power-up,world,powerup_pickup
952841,Gabe,name,licensed_content_cultural_products
952841,Tycho,name,licensed_content_cultural_products
952954,peace,event,peace_order
953032,pirate_ships,world,boat
953032,pirate_ships,world,pirate
953669,tracks,world,music
953864,respond,event,solve
953921,Ken_the_Eagle,name,JUST_NAME
954021,take_on,event,compete
954049,winter,event,winter
954049,Winter_Sports,event,winter
954363,Little_Mac,name,licensed_content_video_games
954363,Glass_Joe,name,licensed_content_video_games
954363,King_Hippo,name,licensed_content_video_games
954383,Peach,name,licensed_content_video_games
954432,amnesiac,avatar,memories
954477,Vaus,name,licensed_content_video_games
954479,Otaku,name,licensed_content_cultural_products
954506,bidding_wars,event,trade
954724,stage_mode,world,level_stage
954744,aim,event,aim
954756,grunty,name,licensed_content_video_games
954756,Bottles,name,licensed_content_video_games
954756,Mumbo_Jumbo,name,licensed_content_video_games
954790,Bump,event,hit_strike_blow
954828,spin,event,perform_entertain
954856,gains,world,money
954875,George,name,music_band_name
954979,beauties,world,sexy_adult_erotica
955093,mystery,world,mystery
955097,battle,event,compete
955097,battle,event,compete
955120,B.O.B,name,licensed_content_cultural_products
955249,freestyle,event,DELETE
955430,rock,world,rocks_stones
955479,fragile,world,break_scatter
955677,power,world,powerup_pickup
955867,dynamite,world,bomb
956855,Na'vi,name,licensed_content_cultural_products
956856,Altair,name,licensed_content_video_games
957674,path,world,route
957674,powerups,world,powerup_pickup
957906,War_Machine,world,licensed_content_cultural_products
957906,Crimson_Dynamo,name,licensed_content_cultural_products
957933,Star_of_Destiny,name,artifact_relic
957943,strike_force,event,team_group_crew_squad
957987,track,world,music
957996,Manny,name,licensed_content_cultural_products
957996,Diego,name,licensed_content_cultural_products
958021,Black_Knight,name,licensed_content_cultural_products
958021,Space_Shuttle,name,licensed_content_cultural_products
958041,find_out,event,discover_reveal
958042,G.I._JOE,name,licensed_content_cultural_products
958051,conditions,world,health
958083,winter,event,winter
958106,Crayola,name,licensed_content_cultural_products
958249,streets,world,neighborhood_district
958268,Alice,name,licensed_content_cultural_products
958322,EDN_III,name,licensed_content_video_games
958356,virtuaroids,name,licensed_content_video_games
958390,Orient,name,asia
958442,versus,mode,compete
958531,power-ups,world,powerup_pickup
958777,winter,world,winter
958864,Xorber,avatar,JUST_NAME
958997,waffle_irons,world,household_appliances
959013,dominate,event,defeat
959020,installs,event,place_position
959037,power-up,world,powerup_pickup
959073,skyscrapers,world,building_structure
959111,Larry_Daley,name,licensed_content_cultural_products
959111,Kahmunrah,name,licensed_content_cultural_products
959111,Octavius,name,licensed_content_cultural_products
959191,mysteries,world,mystery
959216,Steve,name,JUST_NAME
959272,Kevin,name,JUST_NAME
959421,Hardy_Boys,name,licensed_content_cultural_products
959557,grime,world,gritty_rough
959661,foil,event,defeat
959661,MorcuCorp,name,company_business_corporation
959808,grid,world,car
959888,street_luge_,world,road
959893,power-ups,world,powerup_pickup
959918,80s,world,retro
959926,blocks,world,block_cube_brick
959942,family,world,family
959972,grab,event,grapple_grip_grappling_hook
960079,Demi_Lovato,name,music_band_name
960087,White_Wedding,name,music_song_name
960095,hit,world,hit_cultural_product
960116,thermal_detonators,world,bomb
960137,Neo-Salamander,name,licensed_content_video_games
960137,Lance_Bean,name,licensed_content_video_games
960313,ringmaster,event,leader
960321,Violet_Greene,name,licensed_content_cultural_products
960321,Rorschach,name,licensed_content_cultural_products
960321,Nite_Owl,name,licensed_content_cultural_products
960332,Mr._Krabs,name,licensed_content_cultural_products
960342,Red_Ribbon,name,licensed_content_cultural_products
960342,Red_Ribbon_Army,name,licensed_content_cultural_products
960344,luchadors,world,wrestling
960369,Guybrush_Threepwood,name,licensed_content_video_games
960419,tracks,world,music
960426,technician,avatar,doctor_medic
960437,memorizing,event,record_log_document
960437,miserable,world,anger_fury_rage
960452,Safe_Crackers,world,licensed_content_cultural_products
960452,Golden_Road,name,licensed_content_cultural_products
960452,Golden_Road,name,licensed_content_cultural_products
960483,B.J._Blazkowicz,name,licensed_content_video_games
960494,wizarding,world,wizard
960499,tracks,event,racetrack
960499,Chick_Hicks,world,licensed_content_cultural_products
960499,Baja,name,united_states
960506,forces,world,army
960508,power-ups,world,powerup_pickup
960512,cunning,event,deception_trickery
960554,Samus,name,licensed_content_video_games
960564,mechanical,world,robot
960564,mystical,world,myth_legend
960611,living_room,world,home
960629,US_8-Ball,name,pool_billiards
960629,UK_8-Ball,name,pool_billiards
960629,Killer,world,pool_billiards
960656,Mr._Potato_Head,name,licensed_content_cultural_products
960687,Max,name,licensed_content_cultural_products
960849,PokAmon,name,DELETE
960924,mystery,world,mystery
961038,separated,world,lost_missing
961359,power-ups,world,powerup_pickup
961399,yellow_jersey,world,champion
961521,hand-painted,world,cartoon
961563,Genryu,name,licensed_content_video_games
961698,retriever,event,domesticated_land_animal
961764,Ramona_Flowers,name,licensed_content_cultural_products
961764,Scott_Pilgrim,name,licensed_content_cultural_products
968937,insane,world,over_the_top
970808,power-ups,world,powerup_pickup
970813,domination,event,win
971420,EVE_Online,name,licensed_content_video_games
971426,cool_down,event,exercise_fitness
971949,Winter,event,winter
971952,showdown,world,compete
973240,reconstruct,event,build_construct
